Count,"Tradelist Count",Name,Edition,"Card Number",Condition,Foil,Signed,"Artist Proof","Altered Art",Misprint,Promo,Textless,"My Price"
1,,"Skyshroud Ridgeback",Nemesis,120,,,,,,,,,0.20
1,,"Skyshroud Sentinel",Nemesis,121,,,,,,,,,0.20
1,,"Sliptide Serpent",Nemesis,43,,,,,,,,,0.44
1,,"Sneaky Homunculus",Nemesis,44,,,,,,,,,0.21
1,,"Spineless Thug",Nemesis,71,,,,,,,,,0.20
1,,"Spiritual Asylum",Nemesis,23,,,,,,,,,1.00
1,,"Spiteful Bully",Nemesis,72,,,,,,,,,0.24
1,,"Stampede Driver",Nemesis,122,,,,,,,,,0.25
1,,"Stronghold Biologist",Nemesis,45,,,,,,,,,0.28
1,,"Stronghold Discipline",Nemesis,73,,,,,,,,,0.22
1,,"Stronghold Gambit",Nemesis,100,,,,,,,,,0.98
1,,"Stronghold Machinist",Nemesis,46,,,,,,,,,0.28
1,,"Stronghold Zeppelin",Nemesis,47,,,,,,,,,0.25
1,,Submerge,Nemesis,48,,,,,,,,,6.38
1,,"Tangle Wire",Nemesis,139,,,,,,,,,16.04
1,,"Terrain Generator",Nemesis,143,,,,,,,,,3.35
1,,Topple,Nemesis,24,,,,,,,,,0.22
1,,"Treetop Bracers",Nemesis,123,,,,,,,,,0.22
1,,"Trickster Mage",Nemesis,49,,,,,,,,,0.25
1,,"Vicious Hunger",Nemesis,74,,,,,,,,,0.23
1,,Viseling,Nemesis,140,,,,,,,,,0.35
1,,"Voice of Truth",Nemesis,25,,,,,,,,,0.30
1,,"Volrath the Fallen",Nemesis,75,,,,,,,,,0.80
1,,"Wandering Eye",Nemesis,50,,,,,,,,,0.24
1,,"Wild Mammoth",Nemesis,124,,,,,,,,,0.25
1,,Woodripper,Nemesis,125,,,,,,,,,0.25
1,,Abolish,Prophecy,1,,,,,,,,,0.49
1,,"Agent of Shauku",Prophecy,55,,,,,,,,,0.20
1,,"Alexi, Zephyr Mage",Prophecy,28,,,,,,,,,0.49
1,,"Alexi's Cloak",Prophecy,29,,,,,,,,,0.43
1,,"Aura Fracture",Prophecy,2,,,,,,,,,0.26
1,,"Avatar of Fury",Prophecy,82,,,,,,,,,0.67
1,,"Avatar of Hope",Prophecy,3,,,,,,,,,0.64
1,,"Avatar of Might",Prophecy,109,,,,,,,,,0.60
1,,"Avatar of Will",Prophecy,30,,,,,,,,,0.60
1,,"Avatar of Woe",Prophecy,56,,,,,,,,,5.90
1,,"Barbed Field",Prophecy,83,,,,,,,,,0.25
1,,"Blessed Wind",Prophecy,4,,,,,,,,,0.47
1,,"Bog Elemental",Prophecy,57,,,,,,,,,0.40
1,,"Bog Glider",Prophecy,58,,,,,,,,,0.24
1,,"Branded Brawlers",Prophecy,84,,,,,,,,,0.23
1,,"Brutal Suppression",Prophecy,85,,,,,,,,,0.25
1,,"Calming Verse",Prophecy,110,,,,,,,,,0.45
1,,"Celestial Convergence",Prophecy,5,,,,,,,,,2.10
1,,"Chilling Apparition",Prophecy,59,,,,,,,,,0.27
1,,"Chimeric Idol",Prophecy,136,,,,,,,,,0.29
1,,"Citadel of Pain",Prophecy,86,,,,,,,,,2.87
1,,"Coastal Hornclaw",Prophecy,31,,,,,,,,,0.23
1,,"Coffin Puppets",Prophecy,60,,,,,,,,,0.45
1,,"Copper-Leaf Angel",Prophecy,137,,,,,,,,,0.68
1,,Darba,Prophecy,111,,,,,,,,,0.25
1,,"Death Charmer",Prophecy,61,,,,,,,,,0.23
1,,"Denying Wind",Prophecy,32,,,,,,,,,0.69
1,,Despoil,Prophecy,62,,,,,,,,,0.24
1,,Devastate,Prophecy,87,,,,,,,,,0.21
1,,"Diving Griffin",Prophecy,6,,,,,,,,,0.20
1,,"Dual Nature",Prophecy,112,,,,,,,,,1.10
1,,"Elephant Resurgence",Prophecy,113,,,,,,,,,0.45
1,,"Endbringer's Revel",Prophecy,63,,,,,,,,,0.28
1,,Entangler,Prophecy,7,,,,,,,,,0.73
1,,Excavation,Prophecy,33,,,,,,,,,0.33
1,,Excise,Prophecy,8,,,,,,,,,0.23
1,,"Fault Riders",Prophecy,88,,,,,,,,,0.23
1,,"Fen Stalker",Prophecy,64,,,,,,,,,0.21
1,,"Fickle Efreet",Prophecy,89,,,,,,,,,0.45
1,,Flameshot,Prophecy,90,,,,,,,,,0.25
1,,Flay,Prophecy,65,,,,,,,,,0.23
1,,"Flowering Field",Prophecy,9,,,,,,,,,0.25
1,,Foil,Prophecy,34,,,,,,,,,1.00
1,,"Forgotten Harvest",Prophecy,114,,,,,,,,,0.44
1,,"Glittering Lion",Prophecy,10,,,,,,,,,0.25
1,,"Glittering Lynx",Prophecy,11,,,,,,,,,0.24
1,,"Greel, Mind Raker",Prophecy,66,,,,,,,,,0.77
1,,"Greel's Caress",Prophecy,67,,,,,,,,,0.21
1,,"Gulf Squid",Prophecy,35,,,,,,,,,0.24
1,,"Hazy Homunculus",Prophecy,36,,,,,,,,,0.22
1,,"Heightened Awareness",Prophecy,37,,,,,,,,,0.42
1,,"Hollow Warrior",Prophecy,138,,,,,,,,,0.25
1,,"Infernal Genesis",Prophecy,68,,,,,,,,,3.01
1,,Inflame,Prophecy,91,,,,,,,,,0.24
1,,"Jeweled Spirit",Prophecy,12,,,,,,,,,0.40
1,,"Jolrael, Empress of Beasts",Prophecy,115,,,,,,,,,1.09
1,,"Jolrael's Favor",Prophecy,116,,,,,,,,,0.24
1,,"Keldon Arsonist",Prophecy,92,,,,,,,,,0.25
1,,"Keldon Battlewagon",Prophecy,139,,,,,,,,,0.44
1,,"Keldon Berserker",Prophecy,93,,,,,,,,,0.23
1,,"Keldon Firebombers",Prophecy,94,,,,,,,,,2.84
1,,"Latulla, Keldon Overseer",Prophecy,95,,,,,,,,,0.41
1,,"Latulla's Orders",Prophecy,96,,,,,,,,,0.25
1,,"Lesser Gargadon",Prophecy,97,,,,,,,,,0.25
1,,"Living Terrain",Prophecy,117,,,,,,,,,0.25
1,,"Mageta the Lion",Prophecy,13,,,,,,,,,1.00
1,,"Mageta's Boon",Prophecy,14,,,,,,,,,0.23
1,,"Mana Vapors",Prophecy,38,,,,,,,,,0.33
1,,"Marsh Boa",Prophecy,118,,,,,,,,,0.25
1,,"Mercenary Informer",Prophecy,15,,,,,,,,,0.40
1,,"Mine Bearer",Prophecy,16,,,,,,,,,0.21
1,,"Mirror Strike",Prophecy,17,,,,,,,,,0.31
1,,"Mungha Wurm",Prophecy,119,,,,,,,,,0.44
1,,"Nakaya Shade",Prophecy,69,,,,,,,,,0.25
1,,"Noxious Field",Prophecy,70,,,,,,,,,0.30
1,,Outbreak,Prophecy,71,,,,,,,,,0.25
1,,Overburden,Prophecy,39,,,,,,,,,11.47
1,,"Panic Attack",Prophecy,98,,,,,,,,,0.20
1,,"Pit Raptor",Prophecy,72,,,,,,,,,0.25
1,,"Plague Fiend",Prophecy,73,,,,,,,,,0.23
1,,"Plague Wind",Prophecy,74,,,,,,,,,3.06
1,,"Psychic Theft",Prophecy,40,,,,,,,,,0.48
1,,"Pygmy Razorback",Prophecy,120,,,,,,,,,0.21
1,,"Quicksilver Wall",Prophecy,41,,,,,,,,,0.25
1,,"Rebel Informer",Prophecy,75,,,,,,,,,0.41
1,,Rethink,Prophecy,42,,,,,,,,,0.24
1,,"Reveille Squad",Prophecy,18,,,,,,,,,0.31
1,,"Rhystic Cave",Prophecy,142,,,,,,,,,0.34
1,,"Rhystic Circle",Prophecy,19,,,,,,,,,0.22
1,,"Rhystic Deluge",Prophecy,43,,,,,,,,,0.25
1,,"Rhystic Lightning",Prophecy,99,,,,,,,,,0.23
1,,"Rhystic Scrying",Prophecy,44,,,,,,,,,0.25
1,,"Rhystic Shield",Prophecy,20,,,,,,,,,0.21
1,,"Rhystic Study",Prophecy,45,,,,,,,,,38.94
1,,"Rhystic Syphon",Prophecy,76,,,,,,,,,0.25
1,,"Rhystic Tutor",Prophecy,77,,,,,,,,,2.18
1,,"Rib Cage Spider",Prophecy,121,,,,,,,,,0.25
1,,"Ribbon Snake",Prophecy,46,,,,,,,,,0.24
1,,"Ridgeline Rager",Prophecy,100,,,,,,,,,0.22
1,,"Root Cage",Prophecy,122,,,,,,,,,0.25
1,,"Samite Sanctuary",Prophecy,21,,,,,,,,,0.43
1,,"Scoria Cat",Prophecy,101,,,,,,,,,0.26
1,,"Search for Survivors",Prophecy,102,,,,,,,,,0.44
1,,"Searing Wind",Prophecy,103,,,,,,,,,0.50
1,,"Sheltering Prayers",Prophecy,22,,,,,,,,,0.40
1,,"Shield Dancer",Prophecy,23,,,,,,,,,0.25
1,,"Shrouded Serpent",Prophecy,47,,,,,,,,,0.43
1,,"Silt Crawler",Prophecy,123,,,,,,,,,0.20
1,,Snag,Prophecy,124,,,,,,,,,0.28
1,,"Soul Charmer",Prophecy,24,,,,,,,,,0.21
1,,"Soul Strings",Prophecy,78,,,,,,,,,0.23
1,,"Spiketail Drake",Prophecy,48,,,,,,,,,0.30
1,,"Spiketail Hatchling",Prophecy,49,,,,,,,,,0.24
1,,"Spitting Spider",Prophecy,125,,,,,,,,,0.25
1,,"Spore Frog",Prophecy,126,,,,,,,,,0.50
1,,"Spur Grappler",Prophecy,104,,,,,,,,,0.23
1,,"Squirrel Wrangler",Prophecy,127,,,,,,,,,2.77
1,,"Steal Strength",Prophecy,79,,,,,,,,,0.23
1,,"Stormwatch Eagle",Prophecy,50,,,,,,,,,0.21
1,,"Sunken Field",Prophecy,51,,,,,,,,,0.37
1,,"Sword Dancer",Prophecy,25,,,,,,,,,0.25
1,,"Task Mage Assembly",Prophecy,105,,,,,,,,,0.44
1,,"Thresher Beast",Prophecy,128,,,,,,,,,0.23
1,,Thrive,Prophecy,129,,,,,,,,,0.24
1,,"Trenching Steed",Prophecy,26,,,,,,,,,0.21
1,,"Troubled Healer",Prophecy,27,,,,,,,,,0.23
1,,"Troublesome Spirit",Prophecy,52,,,,,,,,,0.43
1,,"Verdant Field",Prophecy,130,,,,,,,,,0.25
1,,"Veteran Brawlers",Prophecy,106,,,,,,,,,0.43
1,,"Vintara Elephant",Prophecy,131,,,,,,,,,0.20
1,,"Vintara Snapper",Prophecy,132,,,,,,,,,0.25
1,,"Vitalizing Wind",Prophecy,133,,,,,,,,,0.90
1,,"Wall of Vipers",Prophecy,80,,,,,,,,,0.25
1,,"Well of Discovery",Prophecy,140,,,,,,,,,0.45
1,,"Well of Life",Prophecy,141,,,,,,,,,0.25
1,,"Whip Sergeant",Prophecy,107,,,,,,,,,0.25
1,,"Whipstitched Zombie",Prophecy,81,,,,,,,,,0.21
1,,"Wild Might",Prophecy,134,,,,,,,,,0.21
1,,Windscouter,Prophecy,53,,,,,,,,,0.25
1,,"Wing Storm",Prophecy,135,,,,,,,,,0.25
1,,"Wintermoon Mesa",Prophecy,143,,,,,,,,,0.43
1,,Withdraw,Prophecy,54,,,,,,,,,0.25
1,,"Zerapa Minotaur",Prophecy,108,,,,,,,,,0.24
1,,Absorb,Invasion,226,,,,,,,,,9.60
1,,Addle,Invasion,91,,,,,,,,,0.25
1,,"Aether Rift",Invasion,227,,,,,,,,,0.59
1,,"Aggressive Urge",Invasion,181,,,,,,,,,0.24
1,,"Agonizing Demise",Invasion,92,,,,,,,,,0.24
1,,"Alabaster Leech",Invasion,1,,,,,,,,,0.39
1,,"Alloy Golem",Invasion,297,,,,,,,,,0.25
1,,"Ancient Kavu",Invasion,136,,,,,,,,,0.23
1,,"Ancient Spring",Invasion,319,,,,,,,,,0.25
1,,"Andradite Leech",Invasion,93,,,,,,,,,0.39
1,,"Angel of Mercy",Invasion,2,,,,,,,,,0.25
1,,"Angelic Shield",Invasion,228,,,,,,,,,0.33
1,,Annihilate,Invasion,94,,,,,,,,,0.25
1,,"Archaeological Dig",Invasion,320,,,,,,,,,0.35
1,,"Ardent Soldier",Invasion,3,,,,,,,,,0.20
1,,"Armadillo Cloak",Invasion,229,,,,,,,,,0.53
1,,"Armored Guardian",Invasion,230,,,,,,,,,0.44
1,,"Artifact Mutation",Invasion,231,,,,,,,,,1.63
1,,"Assault // Battery",Invasion,295a/295b,,,,,,,,,0.26
1,,"Atalya, Samite Master",Invasion,4,,,,,,,,,0.80
1,,"Aura Mutation",Invasion,232,,,,,,,,,2.51
1,,"Aura Shards",Invasion,233,,,,,,,,,11.66
1,,Backlash,Invasion,234,,,,,,,,,1.50
1,,"Barrin's Spite",Invasion,235,,,,,,,,,0.47
1,,"Barrin's Unmaking",Invasion,46,,,,,,,,,0.23
1,,"Benalish Emissary",Invasion,5,,,,,,,,,0.25
1,,"Benalish Heralds",Invasion,6,,,,,,,,,0.25
1,,"Benalish Lancer",Invasion,7,,,,,,,,,0.22
1,,"Benalish Trapper",Invasion,8,,,,,,,,,0.24
1,,"Bend or Break",Invasion,137,,,,,,,,,0.81
1,,Bind,Invasion,182,,,,,,,,,2.80
1,,"Blazing Specter",Invasion,236,,,,,,,,,0.71
1,,"Blind Seer",Invasion,47,,,,,,,,,0.53
1,,"Blinding Light",Invasion,9,,,,,,,,,0.28
1,,"Bloodstone Cameo",Invasion,298,,,,,,,,,0.30
1,,"Blurred Mongoose",Invasion,183,,,,,,,,,0.45
1,,"Bog Initiate",Invasion,95,,,,,,,,,0.25
1,,"Breaking Wave",Invasion,48,,,,,,,,,0.77
1,,"Breath of Darigaaz",Invasion,138,,,,,,,,,0.38
1,,"Callous Giant",Invasion,139,,,,,,,,,0.37
1,,"Canopy Surge",Invasion,184,,,,,,,,,0.30
1,,"Capashen Unicorn",Invasion,10,,,,,,,,,0.28
1,,"Captain Sisay",Invasion,237,,,,,,,,,37.95
1,,"Cauldron Dance",Invasion,238,,,,,,,,,0.40
1,,"Chaotic Strike",Invasion,140,,,,,,,,,0.54
1,,"Charging Troll",Invasion,239,,,,,,,,,0.25
1,,"Chromatic Sphere",Invasion,299,,,,,,,,,1.01
1,,"Cinder Shade",Invasion,240,,,,,,,,,0.25
1,,"Coalition Victory",Invasion,241,,,,,,,,,2.05
1,,"Coastal Tower",Invasion,321,,,,,,,,,0.62
1,,"Collapsing Borders",Invasion,141,,,,,,,,,0.48
1,,"Collective Restraint",Invasion,49,,,,,,,,,12.21
1,,Cremate,Invasion,96,,,,,,,,,0.35
1,,"Crimson Acolyte",Invasion,11,,,,,,,,,0.30
1,,"Crosis, the Purger",Invasion,242,,,,,,,,,3.01
1,,"Crosis's Attendant",Invasion,300,,,,,,,,,0.25
1,,"Crown of Flames",Invasion,142,,,,,,,,,0.25
1,,"Crusading Knight",Invasion,12,,,,,,,,,1.34
1,,"Crypt Angel",Invasion,97,,,,,,,,,1.20
1,,"Crystal Spray",Invasion,50,,,,,,,,,4.99
1,,"Cursed Flesh",Invasion,98,,,,,,,,,0.22
1,,"Darigaaz, the Igniter",Invasion,243,,,,,,,,,1.29
1,,"Darigaaz's Attendant",Invasion,301,,,,,,,,,0.25
1,,"Death or Glory",Invasion,13,,,,,,,,,0.60
1,,"Defiling Tears",Invasion,99,,,,,,,,,0.25
1,,"Desperate Research",Invasion,100,,,,,,,,,0.43
1,,"Devouring Strossus",Invasion,101,,,,,,,,,0.50
1,,"Dismantling Blow",Invasion,14,,,,,,,,,0.24
1,,Disrupt,Invasion,51,,,,,,,,,0.36
1,,"Distorting Wake",Invasion,52,,,,,,,,,1.70
1,,"Divine Presence",Invasion,15,,,,,,,,,1.73
1,,"Do or Die",Invasion,102,,,,,,,,,5.31
1,,"Drake-Skull Cameo",Invasion,302,,,,,,,,,0.30
1,,"Dream Thrush",Invasion,53,,,,,,,,,0.22
1,,Dredge,Invasion,103,,,,,,,,,0.34
1,,"Dromar, the Banisher",Invasion,244,,,,,,,,,3.43
1,,"Dromar's Attendant",Invasion,303,,,,,,,,,0.25
1,,"Dueling Grounds",Invasion,245,,,,,,,,,7.60
1,,Duskwalker,Invasion,104,,,,,,,,,0.22
1,,"Elfhame Palace",Invasion,322,,,,,,,,,0.31
1,,"Elfhame Sanctuary",Invasion,185,,,,,,,,,0.59
1,,"Elvish Champion",Invasion,186,,,,,,,,,18.90
1,,"Empress Galina",Invasion,54,,,,,,,,,13.26
1,,"Essence Leak",Invasion,55,,,,,,,,,0.25
1,,Exclude,Invasion,56,,,,,,,,,0.29
1,,"Exotic Curse",Invasion,105,,,,,,,,,0.21
1,,"Explosive Growth",Invasion,187,,,,,,,,,0.23
1,,"Fact or Fiction",Invasion,57,,,,,,,,,2.78
1,,"Faerie Squadron",Invasion,58,,,,,,,,,0.20
1,,"Fertile Ground",Invasion,188,,,,,,,,,0.31
1,,"Fight or Flight",Invasion,16,,,,,,,,,0.59
1,,"Firebrand Ranger",Invasion,143,,,,,,,,,0.25
1,,"Fires of Yavimaya",Invasion,246,,,,,,,,,1.72
1,,Firescreamer,Invasion,106,,,,,,,,,0.20
1,,"Forest (348)",Invasion,348,,,,,,,,,0.35
1,,"Forest (350)",Invasion,350,,,,,,,,,0.40
1,,"Forest (349)",Invasion,349,,,,,,,,,0.38
1,,"Forest (347)",Invasion,347,,,,,,,,,1.00
1,,"Frenzied Tilling",Invasion,247,,,,,,,,,0.24
1,,"Galina's Knight",Invasion,248,,,,,,,,,0.23
1,,"Geothermal Crevice",Invasion,323,,,,,,,,,0.25
1,,"Ghitu Fire",Invasion,144,,,,,,,,,0.40
1,,"Glimmering Angel",Invasion,17,,,,,,,,,0.23
1,,"Global Ruin",Invasion,18,,,,,,,,,0.50
1,,"Goblin Spy",Invasion,145,,,,,,,,,0.28
1,,"Goham Djinn",Invasion,107,,,,,,,,,0.25
1,,"Halam Djinn",Invasion,146,,,,,,,,,0.25
1,,"Hanna, Ship's Navigator",Invasion,249,,,,,,,,,2.18
1,,Harrow,Invasion,189,,,,,,,,,0.49
1,,"Harsh Judgment",Invasion,19,,,,,,,,,0.42
1,,"Hate Weaver",Invasion,108,,,,,,,,,0.23
1,,"Heroes' Reunion",Invasion,250,,,,,,,,,0.35
1,,"Holy Day",Invasion,20,,,,,,,,,0.25
1,,"Hooded Kavu",Invasion,147,,,,,,,,,0.20
1,,"Horned Cheetah",Invasion,251,,,,,,,,,0.25
1,,"Hunting Kavu",Invasion,252,,,,,,,,,0.25
1,,"Hypnotic Cloud",Invasion,109,,,,,,,,,0.20
1,,"Irrigation Ditch",Invasion,324,,,,,,,,,0.25
1,,"Island (336)",Invasion,336,,,,,,,,,0.74
1,,"Island (335)",Invasion,335,,,,,,,,,0.89
1,,"Island (337)",Invasion,337,,,,,,,,,0.75
1,,"Island (338)",Invasion,338,,,,,,,,,0.46
1,,"Jade Leech",Invasion,190,,,,,,,,,0.36
1,,"Juntu Stakes",Invasion,304,,,,,,,,,0.50
1,,"Kangee, Aerie Keeper",Invasion,253,,,,,,,,,2.16
1,,"Kavu Aggressor",Invasion,148,,,,,,,,,0.20
1,,"Kavu Chameleon",Invasion,191,,,,,,,,,0.25
1,,"Kavu Climber",Invasion,192,,,,,,,,,0.20
1,,"Kavu Lair",Invasion,193,,,,,,,,,1.91
1,,"Kavu Monarch",Invasion,149,,,,,,,,,0.50
1,,"Kavu Runner",Invasion,150,,,,,,,,,0.25
1,,"Kavu Scout",Invasion,151,,,,,,,,,0.21
1,,"Kavu Titan",Invasion,194,,,,,,,,,1.01
1,,"Keldon Necropolis",Invasion,325,,,,,,,,,4.15
1,,Liberate,Invasion,21,,,,,,,,,0.40
1,,"Lightning Dart",Invasion,152,,,,,,,,,0.25
1,,"Llanowar Cavalry",Invasion,195,,,,,,,,,0.20
1,,"Llanowar Elite",Invasion,196,,,,,,,,,0.24
1,,"Llanowar Knight",Invasion,254,,,,,,,,,0.22
1,,"Llanowar Vanguard",Invasion,197,,,,,,,,,0.22
1,,"Loafing Giant",Invasion,153,,,,,,,,,0.39
1,,Lobotomy,Invasion,255,,,,,,,,,0.25
1,,"Lotus Guardian",Invasion,305,,,,,,,,,0.49
1,,"Mages' Contest",Invasion,154,,,,,,,,,3.00
1,,"Mana Maze",Invasion,59,,,,,,,,,4.25
1,,"Maniacal Rage",Invasion,155,,,,,,,,,0.23
1,,"Manipulate Fate",Invasion,60,,,,,,,,,0.50
1,,"Marauding Knight",Invasion,110,,,,,,,,,0.50
1,,"Metathran Aerostat",Invasion,61,,,,,,,,,0.40
1,,"Metathran Transport",Invasion,62,,,,,,,,,0.25
1,,"Metathran Zombie",Invasion,63,,,,,,,,,0.21
1,,"Meteor Storm",Invasion,256,,,,,,,,,0.44
1,,"Might Weaver",Invasion,198,,,,,,,,,0.25
1,,"Molimo, Maro-Sorcerer",Invasion,199,,,,,,,,,0.49
1,,"Mountain (344)",Invasion,344,,,,,,,,,0.38
1,,"Mountain (346)",Invasion,346,,,,,,,,,0.40
1,,"Mountain (345)",Invasion,345,,,,,,,,,0.42
1,,"Mountain (343)",Invasion,343,,,,,,,,,0.62
1,,Mourning,Invasion,111,,,,,,,,,0.23
1,,"Nightscape Apprentice",Invasion,112,,,,,,,,,0.22
1,,"Nightscape Master",Invasion,113,,,,,,,,,0.48
1,,"Noble Panther",Invasion,257,,,,,,,,,0.45
1,,"Nomadic Elf",Invasion,200,,,,,,,,,0.24
1,,Obliterate,Invasion,156,,,,,,,,,4.74
1,,"Obsidian Acolyte",Invasion,22,,,,,,,,,0.30
1,,Opt,Invasion,64,,,,,,,,,0.56
1,,"Ordered Migration",Invasion,258,,,,,,,,,0.25
1,,"Orim's Touch",Invasion,23,,,,,,,,,0.22
1,,Overabundance,Invasion,259,,,,,,,,,4.38
1,,Overload,Invasion,157,,,,,,,,,0.25
1,,"Pain // Suffering",Invasion,294a/294b,,,,,,,,,0.25
1,,"Phantasmal Terrain",Invasion,65,,,,,,,,,0.20
1,,"Phyrexian Altar",Invasion,306,,,,,,,,,45.00
1,,"Phyrexian Battleflies",Invasion,114,,,,,,,,,0.21
1,,"Phyrexian Delver",Invasion,115,,,,,,,,,2.85
1,,"Phyrexian Infiltrator",Invasion,116,,,,,,,,,0.44
1,,"Phyrexian Lens",Invasion,307,,,,,,,,,0.45
1,,"Phyrexian Reaper",Invasion,117,,,,,,,,,0.23
1,,"Phyrexian Slayer",Invasion,118,,,,,,,,,0.20
1,,"Pincer Spider",Invasion,201,,,,,,,,,0.23
1,,"Plague Spitter",Invasion,119,,,,,,,,,1.10
1,,"Plague Spores",Invasion,260,,,,,,,,,0.20
1,,"Plains (332)",Invasion,332,,,,,,,,,0.38
1,,"Plains (333)",Invasion,333,,,,,,,,,0.35
1,,"Plains (331)",Invasion,331,,,,,,,,,1.00
1,,"Plains (334)",Invasion,334,,,,,,,,,0.52
1,,"Planar Portal",Invasion,308,,,,,,,,,3.76
1,,"Pledge of Loyalty",Invasion,24,,,,,,,,,0.25
1,,"Pouncing Kavu",Invasion,158,,,,,,,,,0.24
1,,"Power Armor",Invasion,309,,,,,,,,,0.25
1,,"Prison Barricade",Invasion,25,,,,,,,,,0.22
1,,Probe,Invasion,66,,,,,,,,,0.24
1,,Prohibit,Invasion,67,,,,,,,,,0.30
1,,"Protective Sphere",Invasion,26,,,,,,,,,0.25
1,,"Psychic Battle",Invasion,68,,,,,,,,,0.78
1,,"Pulse of Llanowar",Invasion,202,,,,,,,,,0.30
1,,"Pure Reflection",Invasion,27,,,,,,,,,0.45
1,,"Pyre Zombie",Invasion,261,,,,,,,,,0.44
1,,"Quirion Elves",Invasion,203,,,,,,,,,0.28
1,,"Quirion Sentinel",Invasion,204,,,,,,,,,0.24
1,,"Quirion Trailblazer",Invasion,205,,,,,,,,,0.25
1,,"Rage Weaver",Invasion,159,,,,,,,,,0.25
1,,"Raging Kavu",Invasion,262,,,,,,,,,0.48
1,,"Rainbow Crow",Invasion,69,,,,,,,,,0.25
1,,"Rampant Elephant",Invasion,28,,,,,,,,,0.20
1,,"Ravenous Rats",Invasion,120,,,,,,,,,0.24
1,,"Razorfoot Griffin",Invasion,29,,,,,,,,,0.20
1,,"Reckless Assault",Invasion,263,,,,,,,,,0.41
1,,"Reckless Spite",Invasion,121,,,,,,,,,0.25
1,,Recoil,Invasion,264,,,,,,,,,0.30
1,,Recover,Invasion,122,,,,,,,,,0.20
1,,Repulse,Invasion,70,,,,,,,,,0.24
1,,Restock,Invasion,206,,,,,,,,,0.50
1,,Restrain,Invasion,30,,,,,,,,,0.20
1,,"Reviving Dose",Invasion,31,,,,,,,,,0.20
1,,"Reviving Vapors",Invasion,265,,,,,,,,,0.25
1,,"Rewards of Diversity",Invasion,32,,,,,,,,,0.30
1,,"Reya Dawnbringer",Invasion,33,,,,,,,,,3.98
1,,"Riptide Crab",Invasion,266,,,,,,,,,0.25
1,,"Rith, the Awakener",Invasion,267,,,,,,,,,1.70
1,,"Rith's Attendant",Invasion,310,,,,,,,,,0.25
1,,"Rogue Kavu",Invasion,160,,,,,,,,,0.23
1,,"Rooting Kavu",Invasion,207,,,,,,,,,0.25
1,,Rout,Invasion,34,,,,,,,,,1.21
1,,"Ruby Leech",Invasion,161,,,,,,,,,0.39
1,,"Ruham Djinn",Invasion,35,,,,,,,,,0.25
1,,"Sabertooth Nishoba",Invasion,268,,,,,,,,,0.40
1,,"Salt Marsh",Invasion,326,,,,,,,,,0.41
1,,"Samite Archer",Invasion,269,,,,,,,,,0.27
1,,"Samite Ministration",Invasion,36,,,,,,,,,0.26
1,,"Sapphire Leech",Invasion,71,,,,,,,,,0.40
1,,"Saproling Infestation",Invasion,208,,,,,,,,,0.45
1,,"Saproling Symbiosis",Invasion,209,,,,,,,,,11.48
1,,"Savage Offensive",Invasion,162,,,,,,,,,0.25
1,,"Scarred Puma",Invasion,163,,,,,,,,,0.23
1,,"Scavenged Weaponry",Invasion,123,,,,,,,,,0.23
1,,"Scorching Lava",Invasion,164,,,,,,,,,0.23
1,,"Scouting Trek",Invasion,210,,,,,,,,,0.50
1,,"Searing Rays",Invasion,165,,,,,,,,,0.26
1,,"Seashell Cameo",Invasion,311,,,,,,,,,0.30
1,,"Seer's Vision",Invasion,270,,,,,,,,,0.33
1,,"Serpentine Kavu",Invasion,211,,,,,,,,,0.20
1,,Shackles,Invasion,37,,,,,,,,,0.23
1,,"Shimmering Wings",Invasion,72,,,,,,,,,0.25
1,,"Shivan Emissary",Invasion,166,,,,,,,,,0.25
1,,"Shivan Harvest",Invasion,167,,,,,,,,,0.50
1,,"Shivan Oasis",Invasion,327,,,,,,,,,0.32
1,,"Shivan Zombie",Invasion,271,,,,,,,,,0.22
1,,"Shoreline Raider",Invasion,73,,,,,,,,,0.20
1,,Simoon,Invasion,272,,,,,,,,,0.25
1,,"Skittish Kavu",Invasion,168,,,,,,,,,0.24
1,,Skizzik,Invasion,169,,,,,,,,,0.50
1,,"Sky Weaver",Invasion,74,,,,,,,,,0.25
1,,"Sleeper's Robe",Invasion,273,,,,,,,,,0.35
1,,"Slimy Kavu",Invasion,170,,,,,,,,,0.20
1,,"Slinking Serpent",Invasion,274,,,,,,,,,0.25
1,,"Smoldering Tar",Invasion,275,,,,,,,,,0.25
1,,"Soul Burn",Invasion,124,,,,,,,,,0.20
1,,"Sparring Golem",Invasion,312,,,,,,,,,0.25
1,,"Spinal Embrace",Invasion,276,,,,,,,,,0.45
1,,"Spirit of Resistance",Invasion,38,,,,,,,,,14.99
1,,"Spirit Weaver",Invasion,39,,,,,,,,,0.25
1,,"Spite // Malice",Invasion,293a/293b,,,,,,,,,0.30
1,,"Spreading Plague",Invasion,125,,,,,,,,,5.65
1,,"Stalking Assassin",Invasion,277,,,,,,,,,0.43
1,,"Stand // Deliver",Invasion,292a/292b,,,,,,,,,0.25
1,,"Stand or Fall",Invasion,171,,,,,,,,,0.48
1,,"Sterling Grove",Invasion,278,,,,,,,,,3.17
1,,"Stormscape Apprentice",Invasion,75,,,,,,,,,0.24
1,,"Stormscape Master",Invasion,76,,,,,,,,,0.41
